time,open,high,low,close,PM High,PM Low,Yest High,Yest Low,Week High,Week Low,ORB High,ORB Low,POC_,PM High (continuous),PM Low (continuous),MA,MA,Volume
2026-02-25T15:30:00-05:00,387.79,387.87,387.66,387.87,,,,,,,,,388.19999999999993,391.8,388.8,387.9087999999996,388.20392500000054,2924
2026-02-25T15:31:00-05:00,387.81,387.82,387.68,387.71,,,,,,,,,388.19999999999993,391.8,388.8,387.9041999999996,388.20847500000053,2518
2026-02-25T15:32:00-05:00,387.68,387.68,387.6,387.66,,,,,,,,,388.19999999999993,391.8,388.8,387.90859999999964,388.21277500000053,1409
2026-02-25T15:33:00-05:00,387.64,387.64,387.54,387.59,,,,,,,,,388.19999999999993,391.8,388.8,387.9063999999996,388.2171250000005,3318
2026-02-25T15:34:00-05:00,387.59,387.61,387.53,387.6,,,,,,,,,388.19999999999993,391.8,388.8,387.9047999999997,388.21942500000057,779
2026-02-25T15:35:00-05:00,387.57,387.75,387.56,387.7,,,,,,,,,388.19999999999993,391.8,388.8,387.90499999999963,388.2221250000006,1066
2026-02-25T15:36:00-05:00,387.71,387.76,387.63,387.74,,,,,,,,,388.19999999999993,391.8,388.8,387.9059999999997,388.22457500000064,1501
2026-02-25T15:37:00-05:00,387.75,387.77,387.661,387.71,,,,,,,,,388.19999999999993,391.8,388.8,387.9029999999997,388.2258250000006,1274
2026-02-25T15:38:00-05:00,387.72,387.77,387.67,387.67,,,,,,,,,388.19999999999993,391.8,388.8,387.8965999999997,388.2266750000006,1429
2026-02-25T15:39:00-05:00,387.72,387.89,387.69,387.87,,,,,,,,,388.19999999999993,391.8,388.8,387.8947999999997,388.2278250000007,1575
2026-02-25T15:40:00-05:00,387.83,388,387.75,387.98,,,,,,,,,388.19999999999993,391.8,388.8,387.89419999999967,388.2290250000007,6436
2026-02-25T15:41:00-05:00,388,388.09,387.91,388.02,,,,,,,,,388.19999999999993,391.8,388.8,387.89579999999967,388.2301250000007,3589
2026-02-25T15:42:00-05:00,387.98,387.98,387.71,387.73,,,,,,,,,388.19999999999993,391.8,388.8,387.8929999999997,388.22812500000066,2388
2026-02-25T15:43:00-05:00,387.72,387.83,387.7,387.72,,,,,,,,,388.19999999999993,391.8,388.8,387.88219999999967,388.22617500000064,1842
2026-02-25T15:44:00-05:00,387.72,387.8,387.71,387.78,,,,,,,,,388.19999999999993,391.8,388.8,387.87499999999966,388.2254250000006,837
2026-02-25T15:45:00-05:00,387.78,387.8,387.65,387.78,,,,,,,,,388.19999999999993,391.8,388.8,387.8665999999996,388.2246250000006,2397
2026-02-25T15:46:00-05:00,387.78,387.8,387.69,387.77,,,,,,,,,388.19999999999993,391.8,388.8,387.8619999999996,388.22347500000063,1796
2026-02-25T15:47:00-05:00,387.82,387.85,387.74,387.77,,,,,,,,,388.19999999999993,391.8,388.8,387.86159999999967,388.2230750000006,3112
2026-02-25T15:48:00-05:00,387.76,387.76,387.6,387.61,,,,,,,,,388.19999999999993,391.8,388.8,387.86279999999965,388.2219750000006,5132
2026-02-25T15:49:00-05:00,387.62,387.64,387.45,387.61,,,,,,,,,388.19999999999993,391.8,388.8,387.8631999999996,388.22067500000065,2256
2026-02-25T15:50:00-05:00,387.57,388,387.27,387.34,,,,,,,,,388.19999999999993,391.8,388.8,387.85499999999956,388.2187750000007,7154
2026-02-25T15:51:00-05:00,387.35,387.48,387.19,387.19,,,,,,,,,388.19999999999993,391.8,388.8,387.8469999999996,388.2157250000007,2472
2026-02-25T15:52:00-05:00,387.22,387.34,387.16,387.21,,,,,,,,,388.19999999999993,391.8,388.8,387.8401999999996,388.21337500000067,2937
2026-02-25T15:53:00-05:00,387.18,387.3,387.11,387.19,,,,,,,,,388.19999999999993,391.8,388.8,387.83219999999966,388.2110250000007,4040
2026-02-25T15:54:00-05:00,387.22,387.45,387.11,387.45,,,,,,,,,388.19999999999993,391.8,388.8,387.82359999999954,388.21117500000065,4136
2026-02-25T15:55:00-05:00,387.48,387.49,387.23,387.27,,,,,,,,,388.19999999999993,391.8,388.8,387.80999999999955,388.20907500000067,4503
2026-02-25T15:56:00-05:00,387.3,387.51,387.25,387.34,,,,,,,,,388.19999999999993,391.8,388.8,387.7995999999996,388.2065250000007,4467
2026-02-25T15:57:00-05:00,387.36,387.54,387.24,387.43,,,,,,,,,388.19999999999993,391.8,388.8,387.7889999999996,388.2049250000007,5463
2026-02-25T15:58:00-05:00,387.44,387.57,387.16,387.47,,,,,,,,,388.19999999999993,391.8,388.8,387.77759999999967,388.20297500000066,6256
2026-02-25T15:59:00-05:00,387.55,387.73,387.29,387.72,,,,,,,,,388.19999999999993,391.8,388.8,387.7697999999996,388.20162500000066,12085
2026-02-25T16:00:00-05:00,387.83,388.11,387.78,388.01,,,,,,,,,388.19999999999993,,,387.7679999999996,388.20122500000065,161
2026-02-25T16:01:00-05:00,388.08,388.09,387.98,387.99,,,,,,,,,388.19999999999993,,,387.7669999999996,388.19892500000066,100
2026-02-25T16:02:00-05:00,388.08,388.08,388.08,388.08,,,,,,,,,388.19999999999993,,,387.7693999999997,388.19687500000066,5
2026-02-25T16:03:00-05:00,388,388.08,387.8,387.81,,,,,,,,,388.19999999999993,,,387.76719999999966,388.1944750000007,143
2026-02-25T16:04:00-05:00,388,388,388,388,,,,,,,,,388.19999999999993,,,387.76759999999956,388.19157500000057,21
2026-02-25T16:05:00-05:00,388,388,388,388,,,,,,,,,388.19999999999993,,,387.7683999999996,388.18857500000064,3
2026-02-25T16:06:00-05:00,388,388,388,388,,,,,,,,,388.19999999999993,,,387.7703999999996,388.18562500000064,50
2026-02-25T16:07:00-05:00,388.12,388.2,388.12,388.12,,,,,,,,,388.19999999999993,,,387.77319999999963,388.18327500000066,92
2026-02-25T16:08:00-05:00,388.04,388.2,388.04,388.1,,,,,,,,,388.19999999999993,,,387.77299999999957,388.1814250000006,470
2026-02-25T16:09:00-05:00,388.1,388.1,388.07,388.07,,,,,,,,,388.19999999999993,,,387.77259999999956,388.1798250000006,20
2026-02-25T16:10:00-05:00,388.08,388.17,388.06,388.17,,,,,,,,,388.19999999999993,,,387.7783999999996,388.1783750000006,131
2026-02-25T16:11:00-05:00,388.08,388.08,388.08,388.08,,,,,,,,,388.19999999999993,,,387.7795999999996,388.1769250000006,15
2026-02-25T16:12:00-05:00,388.09,388.09,388.08,388.09,,,,,,,,,388.19999999999993,,,387.7813999999996,388.1747750000006,54
2026-02-25T16:13:00-05:00,388.09,388.19,388.09,388.19,,,,,,,,,388.19999999999993,,,387.78219999999965,388.1735250000005,418
2026-02-25T16:15:00-05:00,388.4,388.4,388.4,388.4,,,,,,,,,388.19999999999993,,,387.7923999999996,388.17367500000057,10
2026-02-25T16:16:00-05:00,388.32,388.32,388,388,,,,,,,,,388.19999999999993,,,387.7873999999997,388.1716250000006,1434
2026-02-25T16:17:00-05:00,387.8,387.8,387.7,387.72,,,,,,,,,388.19999999999993,,,387.7805999999997,388.16747500000054,163
2026-02-25T16:18:00-05:00,387.71,387.71,387.5,387.55,,,,,,,,,388.19999999999993,,,387.77319999999963,388.16152500000055,315
2026-02-25T16:19:00-05:00,387.66,387.66,387.28,387.3,,,,,,,,,388.19999999999993,,,387.7591999999997,388.15427500000055,851
2026-02-25T16:20:00-05:00,387.5,387.5,387.5,387.5,,,,,,,,,388.19999999999993,,,387.7535999999997,388.1477750000005,9
2026-02-25T16:21:00-05:00,387.76,387.76,387.51,387.51,,,,,,,,,388.19999999999993,,,387.7463999999997,388.13957500000055,26
2026-02-25T16:22:00-05:00,387.5,387.5,387.1,387.5,,,,,,,,,388.19999999999993,,,387.74219999999974,388.13142500000055,177
2026-02-25T16:25:00-05:00,387.5,387.5,387.5,387.5,,,,,,,,,388.19999999999993,,,387.73899999999975,388.1232750000006,2
2026-02-25T16:26:00-05:00,387.34,387.73,387.34,387.73,,,,,,,,,388.19999999999993,,,387.7417999999997,388.11767500000053,3
2026-02-25T16:29:00-05:00,388.05,388.05,388.05,388.05,,,,,,,,,388.19999999999993,,,387.75079999999974,388.11402500000054,1
2026-02-25T16:30:00-05:00,388.18,388.2,388.18,388.2,,,,,,,,,388.19999999999993,,,387.76079999999973,388.11097500000056,29
2026-02-25T16:31:00-05:00,388.21,390.45,388.2,390,,,,,,,,,388.19999999999993,,,387.8059999999997,388.1173250000005,6537
2026-02-25T16:32:00-05:00,390.26,390.62,390.06,390.06,,,,,,,,,388.19999999999993,,,387.8529999999997,388.1241250000005,1232
2026-02-25T16:33:00-05:00,390.31,390.84,390.31,390.84,,,,,,,,,388.19999999999993,,,387.9163999999997,388.13432500000056,275
2026-02-25T16:34:00-05:00,390.89,391.84,390.2,391.5,,,,,,,,,388.19999999999993,,,387.98899999999963,388.1482250000005,7357
2026-02-25T16:35:00-05:00,391.5,392.01,391.5,391.84,,,,,,,,,388.19999999999993,,,388.06619999999964,388.1631750000005,2921
2026-02-25T16:36:00-05:00,391.96,391.98,390.56,390.87,,,,,,,,,388.19999999999993,,,388.1231999999997,388.1736750000005,480
2026-02-25T16:37:00-05:00,391.4,391.94,390.71,390.9,,,,,,,,,388.19999999999993,,,388.18659999999966,388.1845250000005,939
2026-02-25T16:38:00-05:00,390.67,391.5,390.66,391.46,,,,,,,,,388.19999999999993,,,388.2613999999997,388.1977250000005,1051
2026-02-25T16:39:00-05:00,391.4,391.94,391.22,391.7,,,,,,,,,388.19999999999993,,,388.33979999999974,388.2124750000005,588
2026-02-25T16:40:00-05:00,391.68,392.75,391.4,392.75,,,,,,,,,388.19999999999993,,,388.43919999999974,388.23172500000044,3942
2026-02-25T16:41:00-05:00,392.56,393.62,392.56,392.81,,,,,,,,,388.19999999999993,,,388.5399999999998,388.2531750000005,2791
2026-02-25T16:42:00-05:00,392.9,393.44,392.49,392.51,,,,,,,,,388.19999999999993,,,388.6347999999998,388.2737750000005,2921
2026-02-25T16:43:00-05:00,392.67,393.4,392.53,392.93,,,,,,,,,388.19999999999993,,,388.7411999999997,388.2961250000005,684
2026-02-25T16:44:00-05:00,392.98,393.26,392.75,393.26,,,,,,,,,388.19999999999993,,,388.85419999999976,388.31892500000055,925
2026-02-25T16:45:00-05:00,393.4,393.7,393,393.5,,,,,,,,,388.19999999999993,,,388.97739999999976,388.3439750000005,921
2026-02-25T16:46:00-05:00,393.06,393.55,392.5,392.73,,,,,,,,,388.19999999999993,,,389.0881999999998,388.3648250000005,1116
2026-02-25T16:47:00-05:00,392.46,393.35,392,393.35,,,,,,,,,388.19999999999993,,,389.2109999999998,388.38852500000047,2895
2026-02-25T16:48:00-05:00,393.35,393.36,392.5,392.51,,,,,,,,,388.19999999999993,,,389.31739999999985,388.40847500000046,1201
2026-02-25T16:49:00-05:00,392.85,393.3,392.44,393.3,,,,,,,,,388.19999999999993,,,389.43439999999987,388.4323750000005,1159
2026-02-25T16:50:00-05:00,393.28,393.29,392.93,393.2,,,,,,,,,388.19999999999993,,,389.5529999999998,388.4562250000004,172
2026-02-25T16:51:00-05:00,393.2,393.75,393.13,393.2,,,,,,,,,388.19999999999993,,,389.6701999999998,388.4797750000005,525
2026-02-25T16:52:00-05:00,393.3,393.46,393,393.3,,,,,,,,,388.19999999999993,,,389.7875999999998,388.50462500000043,1111
2026-02-25T16:53:00-05:00,393.39,393.39,393.03,393.03,,,,,,,,,388.19999999999993,,,389.8987999999998,388.5282750000004,58
2026-02-25T16:54:00-05:00,393.1,393.98,393.02,393.98,,,,,,,,,388.19999999999993,,,390.0239999999998,388.55577500000044,1238
2026-02-25T16:55:00-05:00,393.99,394.88,393.99,394.75,,,,,,,,,388.19999999999993,,,390.15879999999976,388.5875250000005,974
2026-02-25T16:56:00-05:00,394.75,394.75,394.16,394.5,,,,,,,,,388.19999999999993,,,390.2889999999998,388.6173250000005,78
2026-02-25T16:57:00-05:00,394.3,394.42,393.75,393.93,,,,,,,,,388.19999999999993,,,390.4059999999998,388.6445750000005,693
2026-02-25T16:58:00-05:00,394.29,394.39,394,394.3,,,,,,,,,388.19999999999993,,,390.5357999999997,388.6728750000005,110
2026-02-25T16:59:00-05:00,394.16,394.5,394.16,394.25,,,,,,,,,388.19999999999993,,,390.6607999999997,388.70042500000045,79
2026-02-25T17:00:00-05:00,394.19,394.19,393.92,393.92,,,,,,,,,388.19999999999993,,,390.7791999999998,388.7263750000005,33
2026-02-25T17:01:00-05:00,393.59,394.18,393.55,393.8,,,,,,,,,388.19999999999993,,,390.89519999999976,388.75237500000054,530
2026-02-25T17:02:00-05:00,393.72,393.75,393.5,393.5,,,,,,,,,388.19999999999993,,,391.00279999999975,388.7769750000005,145
2026-02-25T17:03:00-05:00,393.62,393.7,393.31,393.7,,,,,,,,,388.19999999999993,,,391.1147999999997,388.8019250000005,470
2026-02-25T17:04:00-05:00,394,394.5,393.95,393.95,,,,,,,,,388.19999999999993,,,391.23239999999976,388.8274750000005,520
2026-02-25T17:05:00-05:00,393.82,393.94,393.65,393.94,,,,,,,,,388.19999999999993,,,391.3477999999998,388.85237500000056,176
2026-02-25T17:06:00-05:00,393.65,393.73,393.25,393.51,,,,,,,,,388.19999999999993,,,391.4563999999997,388.8754250000005,53
2026-02-25T17:07:00-05:00,393.46,393.46,393,393.45,,,,,,,,,388.19999999999993,,,391.5635999999997,388.89847500000053,1179
2026-02-25T17:08:00-05:00,393.55,394,393.55,393.78,,,,,,,,,388.19999999999993,,,391.67539999999974,388.9232250000005,657
2026-02-25T17:09:00-05:00,393.57,393.7,393.35,393.51,,,,,,,,,388.19999999999993,,,391.7775999999998,388.94637500000056,267
2026-02-25T17:10:00-05:00,393.44,393.53,393.42,393.53,,,,,,,,,388.19999999999993,,,391.88819999999976,388.97102500000057,71
2026-02-25T17:11:00-05:00,393.47,393.47,392.5,392.5,,,,,,,,,388.19999999999993,,,391.9837999999998,388.9901750000006,1361
2026-02-25T17:12:00-05:00,392.43,392.5,392.155,392.5,,,,,,,,,388.19999999999993,,,392.0827999999998,389.00952500000056,1943
2026-02-25T17:13:00-05:00,392.46,392.72,392.32,392.32,,,,,,,,,388.19999999999993,,,392.1831999999998,389.0277250000006,573
2026-02-25T17:14:00-05:00,392.35,392.35,391.52,391.52,,,,,,,,,388.19999999999993,,,392.26359999999977,389.0418250000006,790
2026-02-25T17:15:00-05:00,391.38,391.6,391.38,391.54,,,,,,,,,388.19999999999993,,,392.34419999999983,389.0563250000006,1929
2026-02-25T17:16:00-05:00,391.5,391.52,390.86,390.86,,,,,,,,,388.19999999999993,,,392.41139999999984,389.0673750000006,2936
2026-02-25T17:17:00-05:00,390.95,391.19,390.75,390.99,,,,,,,,,388.19999999999993,,,392.48119999999983,389.0796250000006,489
2026-02-25T17:18:00-05:00,391.08,391.39,391.08,391.39,,,,,,,,,388.19999999999993,,,392.5543999999998,389.0948250000006,146
2026-02-25T17:19:00-05:00,391.09,391.75,390.75,391.75,,,,,,,,,388.19999999999993,,,392.62839999999983,389.11222500000054,355
2026-02-25T17:20:00-05:00,391.2,391.61,391.02,391.39,,,,,,,,,388.19999999999993,,,392.69219999999984,389.1278750000006,487
2026-02-25T17:21:00-05:00,391.17,392,391.17,391.99,,,,,,,,,388.19999999999993,,,392.7319999999998,389.14692500000046,111
2026-02-25T17:22:00-05:00,391.99,392.33,391.9,391.99,,,,,,,,,388.19999999999993,,,392.77059999999983,389.16587500000054,176
2026-02-25T17:23:00-05:00,391.78,391.78,391.16,391.16,,,,,,,,,388.19999999999993,,,392.7769999999998,389.1796750000005,20
2026-02-25T17:24:00-05:00,391.55,391.55,391.33,391.33,,,,,,,,,388.19999999999993,,,392.77359999999976,389.1947750000005,503
2026-02-25T17:25:00-05:00,391.48,391.66,391.48,391.58,,,,,,,,,388.19999999999993,,,392.7683999999998,389.21182500000054,83
2026-02-25T17:26:00-05:00,391.5,391.5,391.01,391.1,,,,,,,,,388.19999999999993,,,392.77299999999974,389.2254250000006,16
2026-02-25T17:27:00-05:00,391.11,391.11,391,391,,,,,,,,,388.19999999999993,,,392.7749999999998,389.2386500000006,250
2026-02-25T17:28:00-05:00,390.78,390.88,389.91,390.3,,,,,,,,,388.19999999999993,,,392.7517999999998,389.24900000000054,1571
2026-02-25T17:29:00-05:00,390.15,390.57,390.15,390.57,,,,,,,,,388.19999999999993,,,392.72919999999976,389.26090000000056,5
2026-02-25T17:30:00-05:00,390.34,390.34,389.26,389.26,,,,,,,,,388.19999999999993,,,392.6593999999997,389.2667500000006,867
2026-02-25T17:31:00-05:00,390,390.2,389.25,389.55,,,,,,,,,388.19999999999993,,,392.5941999999998,389.27400000000057,1430
2026-02-25T17:32:00-05:00,389.25,389.99,389.25,389.99,,,,,,,,,388.19999999999993,,,392.54379999999975,389.2802500000006,1592
2026-02-25T17:33:00-05:00,389.6,389.6,389.56,389.6,,,,,,,,,388.19999999999993,,,392.4771999999997,389.2857000000006,505
2026-02-25T17:34:00-05:00,389.54,390.3,389.54,390.3,,,,,,,,,388.19999999999993,,,392.41799999999967,389.29375000000056,1723
2026-02-25T17:35:00-05:00,390,390.4,389.95,390,,,,,,,,,388.19999999999993,,,392.3479999999997,389.29985000000056,1129
2026-02-25T17:36:00-05:00,389.8,390,389.8,390,,,,,,,,,388.19999999999993,,,392.2933999999997,389.3065500000006,345
2026-02-25T17:37:00-05:00,389.74,389.74,389.25,389.26,,,,,,,,,388.19999999999993,,,392.2115999999997,389.30830000000054,159
2026-02-25T17:38:00-05:00,389.25,389.25,388.7,389,,,,,,,,,388.19999999999993,,,392.1413999999997,389.3091500000005,263
2026-02-25T17:39:00-05:00,389,389,388.66,388.66,,,,,,,,,388.19999999999993,,,392.04859999999974,389.3095500000005,59
2026-02-25T17:40:00-05:00,388.53,388.56,388.51,388.55,,,,,,,,,388.19999999999993,,,391.95559999999966,389.3096000000005,160
2026-02-25T17:41:00-05:00,388.78,388.85,388.55,388.55,,,,,,,,,388.19999999999993,,,391.8625999999997,389.3098500000005,285
2026-02-25T17:43:00-05:00,389.1,389.15,389.1,389.15,,,,,,,,,388.19999999999993,,,391.7795999999997,389.3147000000005,12
2026-02-25T17:44:00-05:00,389.01,389.01,389,389,,,,,,,,,388.19999999999993,,,391.6989999999997,389.3189500000005,52
2026-02-25T17:45:00-05:00,389.24,389.8,389.24,389.8,,,,,,,,,388.19999999999993,,,391.61539999999974,389.32745000000045,301
2026-02-25T17:46:00-05:00,389.76,389.8,389.76,389.8,,,,,,,,,388.19999999999993,,,391.5163999999997,389.33635000000044,280
2026-02-25T17:47:00-05:00,389.8,389.82,389.8,389.8,,,,,,,,,388.19999999999993,,,391.4223999999997,389.34610000000043,3
2026-02-25T17:48:00-05:00,389.51,389.9,389.51,389.8,,,,,,,,,388.19999999999993,,,391.33979999999974,389.3552000000005,17
2026-02-25T17:49:00-05:00,389.96,390.25,389.5,389.5,,,,,,,,,388.19999999999993,,,391.2437999999997,389.36295000000047,1981
2026-02-25T17:50:00-05:00,389.5,389.5,389.01,389.01,,,,,,,,,388.19999999999993,,,391.13899999999967,389.3685000000005,740
2026-02-25T17:51:00-05:00,389.29,389.29,389.29,389.29,,,,,,,,,388.19999999999993,,,391.0463999999997,389.37520000000046,50
2026-02-25T17:52:00-05:00,389.16,389.16,389,389,,,,,,,,,388.19999999999993,,,390.9503999999997,389.3803500000005,13
2026-02-25T17:53:00-05:00,388.75,388.75,388.51,388.51,,,,,,,,,388.19999999999993,,,390.85059999999976,389.3833500000005,391
2026-02-25T17:54:00-05:00,388.89,388.89,388.6,388.7,,,,,,,,,388.19999999999993,,,390.75059999999974,389.38595000000043,291
