time,open,high,low,close,PM High,PM Low,Yest High,Yest Low,Week High,Week Low,ORB High,ORB Low,POC_,PM High (continuous),PM Low (continuous),MA,MA,Volume,Volume MA
2026-02-12T09:01:00-05:00,215.88,216,215.8,215.8,,,,,,,,,215.39999999999998,216.45,214.05,215.80520000000072,215.38119999999878,1068,399.25
2026-02-12T09:02:00-05:00,215.71,215.78,215.71,215.78,,,,,,,,,215.39999999999998,216.45,214.05,215.81180000000074,215.3858999999988,163,394.25
2026-02-12T09:03:00-05:00,215.76,215.76,215.6,215.65,,,,,,,,,215.39999999999998,216.45,214.05,215.8158000000007,215.38994999999878,149,395.85
2026-02-12T09:04:00-05:00,215.67,215.68,215.65,215.68,,,,,,,,,215.39999999999998,216.45,214.05,215.82040000000075,215.39334999999875,150,400.5
2026-02-12T09:05:00-05:00,215.75,215.76,215.69,215.76,,,,,,,,,215.39999999999998,216.45,214.05,215.82660000000072,215.39669999999876,370,414.85
2026-02-12T09:06:00-05:00,215.66,215.78,215.65,215.77,,,,,,,,,215.39999999999998,216.45,214.05,215.83520000000073,215.39999999999873,176,414
2026-02-12T09:07:00-05:00,215.78,215.78,215.75,215.75,,,,,,,,,215.39999999999998,216.45,214.05,215.84180000000072,215.40374999999872,201,405
2026-02-12T09:08:00-05:00,215.78,215.82,215.7,215.7,,,,,,,,,215.39999999999998,216.45,214.05,215.84680000000074,215.40724999999873,183,410.25
2026-02-12T09:09:00-05:00,215.7,215.799,215.58,215.69,,,,,,,,,215.39999999999998,216.45,214.05,215.85160000000076,215.41069999999877,191,412.25
2026-02-12T09:10:00-05:00,215.62,215.66,215.62,215.63,,,,,,,,,215.39999999999998,216.45,214.05,215.85420000000076,215.41399999999874,210,407.05
2026-02-12T09:11:00-05:00,215.64,215.64,215.44,215.5,,,,,,,,,215.39999999999998,216.45,214.05,215.85800000000074,215.41739999999874,425,366.4
2026-02-12T09:12:00-05:00,215.54,215.57,215.5,215.57,,,,,,,,,215.39999999999998,216.45,214.05,215.86200000000073,215.42144999999877,193,363.35
2026-02-12T09:13:00-05:00,215.57,215.57,215.47,215.5,,,,,,,,,215.39999999999998,216.45,214.05,215.86580000000075,215.42484999999877,49,312.4
2026-02-12T09:14:00-05:00,215.45,215.45,215.39,215.44,,,,,,,,,215.39999999999998,216.45,214.05,215.86760000000075,215.42824999999877,724,329.85
2026-02-12T09:15:00-05:00,215.4,215.5,215.4,215.5,,,,,,,,,215.39999999999998,216.45,214.05,215.87020000000078,215.43114999999875,474,339.95
2026-02-12T09:16:00-05:00,215.5,215.53,215.47,215.51,,,,,,,,,215.99999999999997,216.45,214.05,215.87420000000074,215.43414999999877,632,346.95
2026-02-12T09:17:00-05:00,215.5,215.5,215.5,215.5,,,,,,,,,215.99999999999997,216.45,214.05,215.87960000000075,215.43649999999877,65,299.7
2026-02-12T09:18:00-05:00,215.51,215.58,215.5,215.58,,,,,,,,,215.99999999999997,216.45,214.05,215.88240000000076,215.43984999999876,469,317.25
2026-02-12T09:19:00-05:00,215.6,215.65,215.6,215.64,,,,,,,,,215.99999999999997,216.45,214.05,215.88800000000074,215.4437499999988,630,337.95
2026-02-12T09:20:00-05:00,215.64,215.73,215.64,215.72,,,,,,,,,215.99999999999997,216.45,214.05,215.89320000000077,215.44809999999882,329,342.55
2026-02-12T09:21:00-05:00,215.8,215.8,215.8,215.8,,,,,,,,,215.99999999999997,216.45,214.05,215.89960000000076,215.45224999999883,3,289.3
2026-02-12T09:22:00-05:00,215.8,215.8,215.59,215.63,,,,,,,,,215.99999999999997,216.45,214.05,215.90140000000076,215.4553499999988,813,321.8
2026-02-12T09:23:00-05:00,215.64,215.71,215.64,215.71,,,,,,,,,215.99999999999997,216.45,214.05,215.90360000000078,215.45904999999883,50,316.85
2026-02-12T09:24:00-05:00,215.6,215.63,215.58,215.58,,,,,,,,,215.99999999999997,216.45,214.05,215.90240000000077,215.46204999999878,818,350.25
2026-02-12T09:25:00-05:00,215.73,215.89,215.53,215.53,,,,,,,,,215.99999999999997,216.45,214.05,215.89600000000075,215.4647999999988,680,365.75
2026-02-12T09:26:00-05:00,215.75,215.89,215.75,215.84,,,,,,,,,215.99999999999997,216.45,214.05,215.89680000000078,215.46959999999882,134,363.65
2026-02-12T09:27:00-05:00,215.81,216.2,215.58,215.68,,,,,,,,,215.99999999999997,216.45,214.05,215.89140000000077,215.47304999999884,2292,468.2
2026-02-12T09:28:00-05:00,215.74,215.76,215.65,215.74,,,,,,,,,215.99999999999997,216.45,214.05,215.88980000000075,215.47669999999883,166,467.35
2026-02-12T09:29:00-05:00,215.75,215.9,215.72,215.9,,,,,,,,,215.99999999999997,216.45,214.05,215.88880000000074,215.48124999999882,91,462.35
