time,open,high,low,close,PM High,PM Low,Yest High,Yest Low,Week High,Week Low,ORB High,ORB Low,9 EMA,Short Entry,Long Entry,POC_,PM High (continuous),PM Low (continuous),MA,MA,Volume,Volume MA
2026-02-26T06:12:00-05:00,389.73,389.73,389.7,389.7,,,,,,,,,389.7965051206901,0,0,390.59999999999997,392,387.76,390.4963999999997,388.74226500000026,50,167.8
2026-02-26T06:15:00-05:00,389.73,389.73,389.67,389.67,,,,,,,,,389.7712040965521,0,0,390.59999999999997,392,387.76,390.45579999999967,388.7573650000002,28,169.15
2026-02-26T06:16:00-05:00,389.67,389.67,389.67,389.67,,,,,,,,,389.7509632772417,0,0,390.59999999999997,392,387.76,390.4151999999997,388.77196500000025,1,167.35
2026-02-26T06:17:00-05:00,389.67,389.67,389.67,389.67,,,,,,,,,389.73477062179336,0,0,390.59999999999997,392,387.76,390.3791999999997,388.7865650000003,2,162.6
2026-02-26T06:19:00-05:00,389.67,389.79,389.45,389.57,,,,,,,,,389.70181649743466,0,0,390.59999999999997,392,387.76,390.3505999999997,388.80191500000024,792,195.25
2026-02-26T06:20:00-05:00,389.7,389.7,389.7,389.7,,,,,,,,,389.7014531979477,0,0,390.59999999999997,392,387.76,390.3245999999997,388.81741500000027,5,195.35
2026-02-26T06:22:00-05:00,389.64,389.64,389.64,389.64,,,,,,,,,389.6891625583582,0,0,390.59999999999997,392,387.76,390.29679999999973,388.83311500000025,20,172.05
2026-02-26T06:23:00-05:00,389.81,389.81,389.81,389.81,,,,,,,,,389.71333004668656,0,0,390.59999999999997,392,387.76,390.2817999999997,388.84966500000024,1,160.7
2026-02-26T06:25:00-05:00,389.7,389.7,389.7,389.7,,,,,,,,,389.71066403734926,0,0,390.59999999999997,392,387.76,390.26279999999974,388.8656650000002,3,131.15
2026-02-26T06:26:00-05:00,389.72,389.72,389.72,389.72,,,,,,,,,389.7125312298794,0,0,390.59999999999997,392,387.76,390.24259999999975,388.88206500000024,1,126.2
2026-02-26T06:27:00-05:00,389.72,389.83,389.72,389.83,,,,,,,,,389.7360249839035,0,0,390.59999999999997,392,387.76,390.2289999999997,388.90061500000024,4,101.1
2026-02-26T06:28:00-05:00,389.72,389.83,389.7,389.83,,,,,,,,,389.7548199871228,0,0,390.59999999999997,392,387.76,390.2143999999998,388.92101500000024,28,100.4
2026-02-26T06:29:00-05:00,389.83,389.83,389.83,389.83,,,,,,,,,389.7698559896982,0,0,390.59999999999997,392,387.76,390.20059999999984,388.9431150000003,1,94.6
2026-02-26T06:30:00-05:00,389.66,389.94,389.64,389.76,,,,,,,,,389.76788479175855,0,0,390.59999999999997,392,387.76,390.18459999999976,388.9642150000003,538,121.15
2026-02-26T06:31:00-05:00,389.8,389.94,389.8,389.94,,,,,,,,,389.8023078334068,0,0,390.59999999999997,392,387.76,390.1693999999998,388.98291500000033,80,124.65
2026-02-26T06:32:00-05:00,389.82,389.82,389.8,389.8,,,,,,,,,389.8018462667255,0,0,390.59999999999997,392,387.76,390.1543999999998,389.00251500000036,11,124.8
2026-02-26T06:33:00-05:00,389.8,389.8,389.8,389.8,,,,,,,,,389.8014770133804,0,0,390.59999999999997,392,387.76,390.1343999999998,389.0253150000003,1,121.7
2026-02-26T06:34:00-05:00,389.8,389.8,389.8,389.8,,,,,,,,,389.8011816107043,0,0,390.59999999999997,392,387.76,390.11039999999974,389.0484150000003,5,116.65
2026-02-26T06:35:00-05:00,389.8,389.82,389.7,389.8,,,,,,,,,389.80094528856347,0,0,390.59999999999997,392,387.76,390.0863999999997,389.07436500000034,17,79.65
2026-02-26T06:37:00-05:00,389.8,389.8,389.8,389.8,,,,,,,,,389.80075623085077,0,0,390.59999999999997,392,387.76,390.06239999999974,389.0982150000003,2,79.5
2026-02-26T06:38:00-05:00,389.91,390,389.91,390,,,,,,,,,389.8406049846806,0,0,390.59999999999997,392,387.76,390.0479999999997,389.12431500000037,1147,134.35
2026-02-26T06:39:00-05:00,389.94,390,389.94,390,,,,,,,,,389.8724839877445,0,0,390.59999999999997,392,387.76,390.03699999999975,389.15056500000037,209,143.4
2026-02-26T06:40:00-05:00,389.97,389.97,389.97,389.97,,,,,,,,,389.8919871901956,0,0,390.59999999999997,392,387.76,390.03239999999977,389.17621500000035,1,143.4
2026-02-26T06:43:00-05:00,389.93,389.93,389.84,389.86,,,,,,,,,389.8855897521565,0,0,390.59999999999997,392,387.76,390.0175999999998,389.2045150000003,142,150.4
2026-02-26T06:44:00-05:00,389.9,389.9,389.9,389.9,,,,,,,,,389.8884718017252,0,0,390.59999999999997,392,387.76,390.00259999999975,389.2343150000004,47,113.15
2026-02-26T06:45:00-05:00,389.88,389.88,389.88,389.88,,,,,,,,,389.88677744138016,0,0,390.59999999999997,392,387.76,389.9865999999997,389.2637150000004,54,115.6
2026-02-26T06:46:00-05:00,389.87,389.93,389.87,389.93,,,,,,,,,389.8954219531041,0,0,390.59999999999997,392,387.76,389.9683999999997,389.29086500000034,4,114.8
2026-02-26T06:47:00-05:00,389.89,389.92,389.89,389.92,,,,,,,,,389.9003375624833,0,0,390.59999999999997,392,387.76,389.9491999999997,389.31897000000043,9,115.2
2026-02-26T06:48:00-05:00,389.92,390,389.9,390,,,,,,,,,389.92027004998664,0,0,390.59999999999997,392,387.76,389.9331999999997,389.3462200000004,224,126.25
2026-02-26T06:49:00-05:00,389.95,390.04,389.95,389.97,,,,,,,,,389.9302160399893,0,0,390.59999999999997,392,387.76,389.91659999999973,389.3710700000004,5722,412.3
2026-02-26T06:50:00-05:00,389.98,389.98,389.77,389.77,,,,,,,,,389.8981728319915,0,0,390.59999999999997,392,387.76,389.8959999999997,389.3935700000004,19,413.05
