time,open,high,low,close,PM High,PM Low,Yest High,Yest Low,Week High,Week Low,ORB High,ORB Low,POC_,PM High (continuous),PM Low (continuous),MA,MA,Volume,Volume MA
2026-02-24T08:05:00-05:00,682.36,682.37,682.27,682.27,,,,,,,,,684,684.21,681.69,682.5039999999925,683.339749999992,498,685.35
2026-02-24T08:06:00-05:00,682.25,682.37,682.25,682.37,,,,,,,,,684,684.21,681.69,682.4833999999926,683.3341999999919,33,666.05
2026-02-24T08:07:00-05:00,682.209,682.26,682.2,682.26,,,,,,,,,684,684.21,681.69,682.4599999999925,683.3268999999921,307,623.55
2026-02-24T08:08:00-05:00,682.35,682.41,682.34,682.41,,,,,,,,,684,684.21,681.69,682.4435999999924,683.319849999992,740,655.15
2026-02-24T08:09:00-05:00,682.39,682.39,682.15,682.33,,,,,,,,,684,684.21,681.69,682.4255999999924,683.312899999992,1648,664.85
2026-02-24T08:10:00-05:00,682.31,682.35,682.29,682.35,,,,,,,,,684,684.21,681.69,682.4071999999925,683.306099999992,1408,719.95
2026-02-24T08:11:00-05:00,682.35,682.42,682.33,682.38,,,,,,,,,684,684.21,681.69,682.3905999999924,683.3003999999921,531,729.05
2026-02-24T08:12:00-05:00,682.39,682.39,682.2,682.2,,,,,,,,,684,684.21,681.69,682.3689999999924,683.2938999999922,1086,756.75
2026-02-24T08:13:00-05:00,682.11,682.11,682.089,682.1,,,,,,,,,684,684.21,681.69,682.3501999999925,683.2868499999921,112,708.3
2026-02-24T08:14:00-05:00,682.17,682.17,682.17,682.17,,,,,,,,,684,684.21,681.69,682.3307999999925,683.2801499999921,2,573.9
2026-02-24T08:15:00-05:00,682.15,682.21,682.15,682.209,,,,,,,,,684,684.21,681.69,682.3127799999925,683.2736449999921,156,557.25
2026-02-24T08:16:00-05:00,682.21,682.21,682.14,682.2,,,,,,,,,684,684.21,681.69,682.2939799999924,683.267594999992,982,600.75
2026-02-24T08:18:00-05:00,682.21,682.34,682.19,682.33,,,,,,,,,684,684.21,681.69,682.2753799999924,683.262294999992,723,588.6
2026-02-24T08:19:00-05:00,682.3,682.57,682.3,682.47,,,,,,,,,684,684.21,681.69,682.2625799999925,683.257094999992,3188,747.75
2026-02-24T08:20:00-05:00,682.48,682.529,682.33,682.399,,,,,,,,,684,684.21,681.69,682.2493599999924,683.2523399999919,2885,885.35
2026-02-24T08:21:00-05:00,682.35,682.36,682.29,682.29,,,,,,,,,684,684.21,681.69,682.2377599999924,683.2467899999921,911,922.55
2026-02-24T08:22:00-05:00,682.28,682.43,682.23,682.43,,,,,,,,,684,684.21,681.69,682.2277599999924,683.242339999992,399,832.85
2026-02-24T08:23:00-05:00,682.45,682.46,682.32,682.38,,,,,,,,,684,684.21,681.69,682.2179599999924,683.238489999992,1889,927.05
2026-02-24T08:24:00-05:00,682.39,682.48,682.32,682.48,,,,,,,,,684,684.21,681.69,682.2121599999924,683.2353899999921,139,897.3
2026-02-24T08:25:00-05:00,682.51,682.77,682.51,682.65,,,,,,,,,684,684.21,681.69,682.2123599999925,683.2340399999921,2360,999.85
2026-02-24T08:26:00-05:00,682.66,682.66,682.54,682.61,,,,,,,,,684,684.21,681.69,682.2121599999924,683.2310899999922,254,987.65
2026-02-24T08:27:00-05:00,682.61,682.649,682.55,682.6,,,,,,,,,684,684.21,681.69,682.2161599999923,683.227939999992,582,1015.1
2026-02-24T08:28:00-05:00,682.65,682.72,682.65,682.69,,,,,,,,,684,684.21,681.69,682.2215599999925,683.223839999992,112,1005.35
