time,open,high,low,close,PM High,PM Low,Yest High,Yest Low,Week High,Week Low,ORB High,ORB Low,POC_,PM High (continuous),PM Low (continuous),MA,MA,Volume,Volume MA
2026-02-24T18:56:00-05:00,208.56,208.6,208.56,208.6,,,,,,,,,208.80000000000004,,,208.4723999999978,208.60486499999968,587,131.9
2026-02-24T18:57:00-05:00,208.64,208.65,208.64,208.65,,,,,,,,,208.80000000000004,,,208.47439999999781,208.6041649999997,11,131.65
2026-02-24T19:01:00-05:00,208.56,208.56,208.54,208.54,,,,,,,,,208.80000000000004,,,208.4751999999978,208.6032649999997,9,131.1
2026-02-24T19:02:00-05:00,208.56,208.56,208.56,208.56,,,,,,,,,208.80000000000004,,,208.47719999999782,208.60221499999966,1,105.35
2026-02-24T19:04:00-05:00,208.6,208.6,208.6,208.6,,,,,,,,,208.80000000000004,,,208.4793999999978,208.6010649999997,57,103.15
2026-02-24T19:05:00-05:00,208.61,208.61,208.61,208.61,,,,,,,,,208.80000000000004,,,208.48199999999778,208.5993149999997,3,100.6
2026-02-24T19:08:00-05:00,208.6,208.6,208.6,208.6,,,,,,,,,208.80000000000004,,,208.48499999999783,208.5959149999997,25,101.8
2026-02-24T19:12:00-05:00,208.61,208.61,208.61,208.61,,,,,,,,,208.80000000000004,,,208.48859999999777,208.59191499999972,100,106.25
2026-02-24T19:14:00-05:00,208.58,208.6,208.58,208.6,,,,,,,,,208.80000000000004,,,208.49219999999784,208.58871499999972,26,92.6
2026-02-24T19:15:00-05:00,208.53,208.53,208.53,208.53,,,,,,,,,208.80000000000004,,,208.4945999999978,208.5859149999997,27,93.3
2026-02-24T19:16:00-05:00,208.5,208.51,208.5,208.5,,,,,,,,,208.80000000000004,,,208.49839999999782,208.5824149999997,233,103.55
2026-02-24T19:17:00-05:00,208.55,208.55,208.55,208.55,,,,,,,,,208.80000000000004,,,208.50119999999785,208.57876499999972,2,103.6
2026-02-24T19:18:00-05:00,208.54,208.54,208.54,208.54,,,,,,,,,208.80000000000004,,,208.50379999999785,208.57501499999972,10,85.3
2026-02-24T19:19:00-05:00,208.55,208.55,208.55,208.55,,,,,,,,,208.80000000000004,,,208.5047999999978,208.5710149999997,10,84.75
2026-02-24T19:21:00-05:00,208.53,208.53,208.53,208.53,,,,,,,,,208.80000000000004,,,208.50539999999782,208.56691499999968,5,66.4
2026-02-24T19:22:00-05:00,208.56,208.56,208.56,208.56,,,,,,,,,208.80000000000004,,,208.50799999999785,208.56241499999967,10,61.7
2026-02-24T19:23:00-05:00,208.56,208.56,208.56,208.56,,,,,,,,,208.80000000000004,,,208.50799999999782,208.55821499999968,33,63.1
2026-02-24T19:24:00-05:00,208.56,208.56,208.56,208.56,,,,,,,,,208.80000000000004,,,208.51219999999782,208.55361499999967,7,63.4
2026-02-24T19:25:00-05:00,208.56,208.56,208.55,208.56,,,,,,,,,208.80000000000004,,,208.51439999999783,208.54941499999967,8,63.7
2026-02-24T19:26:00-05:00,208.55,208.55,208.55,208.55,,,,,,,,,208.80000000000004,,,208.51619999999784,208.54513999999966,2,58.3
2026-02-24T19:27:00-05:00,208.56,208.56,208.56,208.56,,,,,,,,,208.80000000000004,,,208.51759999999783,208.5412899999997,9,29.4
2026-02-24T19:31:00-05:00,208.52,208.52,208.52,208.52,,,,,,,,,208.80000000000004,,,208.51719999999784,208.53713999999968,5,29.1
2026-02-24T19:34:00-05:00,208.53,208.53,208.53,208.53,,,,,,,,,208.80000000000004,,,208.5177999999978,208.5330399999997,100,33.65
2026-02-24T19:38:00-05:00,208.6,208.69,208.59,208.68,,,,,,,,,208.80000000000004,,,208.5207999999978,208.53038999999964,950,81.1
2026-02-24T19:40:00-05:00,208.7,208.7,208.7,208.7,,,,,,,,,208.80000000000004,,,208.5263999999978,208.52758999999966,200,88.25
2026-02-24T19:42:00-05:00,208.7,208.82,208.7,208.82,,,,,,,,,208.80000000000004,,,208.5327999999978,208.52588999999963,1018,139
2026-02-24T19:43:00-05:00,208.86,208.86,208.58,208.58,,,,,,,,,208.80000000000004,,,208.5359999999978,208.52443999999963,558,165.65
2026-02-24T19:44:00-05:00,208.87,208.95,208.87,208.92,,,,,,,,,208.80000000000004,,,208.54639999999782,208.52533999999963,531,187.2
2026-02-24T19:45:00-05:00,208.95,208.95,208.95,208.95,,,,,,,,,208.80000000000004,,,208.5585999999978,208.52628999999965,21,186.95
2026-02-24T19:46:00-05:00,208.92,208.92,208.92,208.92,,,,,,,,,208.80000000000004,,,208.5691999999978,208.52648999999965,34,187.3
2026-02-24T19:47:00-05:00,208.92,208.95,208.72,208.72,,,,,,,,,208.80000000000004,,,208.5737999999978,208.52608999999964,140,182.65
2026-02-24T19:48:00-05:00,208.92,208.95,208.92,208.94,,,,,,,,,208.80000000000004,,,208.58199999999778,208.52698999999967,407,202.9
2026-02-24T19:49:00-05:00,208.95,208.95,208.86,208.95,,,,,,,,,208.80000000000004,,,208.5923999999978,208.52833999999967,363,220.55
