time,open,high,low,close,PM High,PM Low,Yest High,Yest Low,Week High,Week Low,ORB High,ORB Low,POC_,PM High (continuous),PM Low (continuous),MA,MA,Volume,Volume MA
2026-02-19T04:23:00-05:00,303.5,303.5,303.5,303.5,,,,,,,,,303.59999999999997,304.22,303.2,303.54861999999576,303.5980000000017,243,122.4
2026-02-19T04:24:00-05:00,303.55,303.6,303.55,303.55,,,,,,,,,303.59999999999997,304.22,303.2,303.5420199999958,303.6001000000017,6,112
2026-02-19T04:25:00-05:00,303.51,303.52,303.41,303.41,,,,,,,,,303.59999999999997,304.22,303.2,303.53241999999574,303.6014500000017,40,112.75
2026-02-19T04:27:00-05:00,303.36,303.36,303.16,303.26,,,,,,,,,303.59999999999997,304.22,303.16,303.5198199999957,303.6020000000017,50,115.2
2026-02-19T04:28:00-05:00,303.28,303.33,303.2,303.33,,,,,,,,,303.59999999999997,304.22,303.16,303.51581999999576,303.60280000000165,521,140.85
2026-02-19T04:30:00-05:00,303.32,303.36,303.2,303.27,,,,,,,,,303.59999999999997,304.22,303.16,303.51021999999574,303.60345000000166,287,154.05
2026-02-19T04:31:00-05:00,303.27,303.27,303.27,303.27,,,,,,,,,303.59999999999997,304.22,303.16,303.5046199999957,303.60385000000167,1,149.5
2026-02-19T04:32:00-05:00,303.27,303.27,303.1,303.1,,,,,,,,,303.59999999999997,304.22,303.1,303.4960199999957,303.60340000000167,32,147.35
2026-02-19T04:33:00-05:00,303.1,303.1,303.07,303.1,,,,,,,,,303.59999999999997,304.22,303.07,303.4896199999957,303.60345000000166,14,147.55
2026-02-19T04:34:00-05:00,303.23,303.23,303.23,303.23,,,,,,,,,303.59999999999997,304.22,303.07,303.4864199999957,303.6041000000017,1,146.8
2026-02-19T04:35:00-05:00,303.16,303.17,303.08,303.11,,,,,,,,,303.59999999999997,304.22,303.07,303.48059999999566,303.60385000000167,158,150.6
2026-02-19T04:36:00-05:00,303.14,303.14,302.84,302.95,,,,,,,,,303.59999999999997,304.22,302.84,303.4729999999957,303.6030500000017,419,166
2026-02-19T04:37:00-05:00,303.02,303.02,303.02,303.02,,,,,,,,,303.59999999999997,304.22,302.84,303.4633999999957,303.60345000000166,1,154.5
2026-02-19T04:38:00-05:00,302.94,303.05,302.94,303.05,,,,,,,,,303.59999999999997,304.22,302.84,303.45779999999576,303.6042500000017,2,146.2
2026-02-19T04:39:00-05:00,303.1,303.1,303.1,303.1,,,,,,,,,303.59999999999997,304.22,302.84,303.4497999999957,303.60460000000165,1,145.05
2026-02-19T04:40:00-05:00,303.11,303.11,303.11,303.11,,,,,,,,,303.59999999999997,304.22,302.84,303.4429999999957,303.6047500000017,20,130.15
2026-02-19T04:41:00-05:00,303.11,303.12,303,303.12,,,,,,,,,303.59999999999997,304.22,302.84,303.4393999999957,303.60500000000167,56,128.45
2026-02-19T04:43:00-05:00,303.05,303.05,302.88,302.88,,,,,,,,,303.59999999999997,304.22,302.84,303.4303999999957,303.6039500000017,104,109.9
2026-02-19T04:44:00-05:00,303.02,303.02,302.89,302.89,,,,,,,,,303.59999999999997,304.22,302.84,303.4181999999957,303.6029000000017,49,100.55
2026-02-19T04:45:00-05:00,302.9,302.9,302.81,302.81,,,,,,,,,303.59999999999997,304.22,302.81,303.4023999999957,303.60165000000165,72,103.85
2026-02-19T04:46:00-05:00,302.8,302.8,302.5,302.5,,,,,,,,,303.59999999999997,304.22,302.5,303.3823999999957,303.5986000000017,67,95.05
2026-02-19T04:47:00-05:00,302.35,302.36,302.2,302.36,,,,,,,,,303.59999999999997,304.22,302.2,303.3615999999957,303.59480000000167,1026,146.05
2026-02-19T04:48:00-05:00,302.29,302.29,302,302.02,,,,,,,,,303.59999999999997,304.22,302,303.3359999999957,303.58925000000164,418,164.95
2026-02-19T04:49:00-05:00,302.02,302.11,301.9,301.9,,,,,,,,,303.59999999999997,304.22,301.9,303.3045999999957,303.5813000000017,1155,220.2
2026-02-19T04:50:00-05:00,302.05,302.06,301.87,302.06,,,,,,,,,303.59999999999997,304.22,301.87,303.27659999999565,303.5748500000016,125,200.4
2026-02-19T04:51:00-05:00,301.99,302.12,301.97,301.97,,,,,,,,,303.59999999999997,304.22,301.87,303.2471999999957,303.5671500000016,72,189.65
2026-02-19T04:52:00-05:00,302.25,302.25,302.14,302.14,,,,,,,,,303.59999999999997,304.22,301.87,303.21839999999565,303.5590000000017,26,190.9
2026-02-19T04:53:00-05:00,302.29,302.29,301.94,302.05,,,,,,,,,303.59999999999997,304.22,301.87,303.1833999999957,303.55090000000166,89,193.75
2026-02-19T04:54:00-05:00,302.07,302.31,302.07,302.31,,,,,,,,,303.59999999999997,304.22,301.87,303.1539999999957,303.5446500000017,78,196.95
2026-02-19T04:55:00-05:00,302.18,302.35,302.18,302.18,,,,,,,,,303.59999999999997,304.22,301.87,303.1233999999957,303.5368000000017,54,199.6
2026-02-19T04:56:00-05:00,302.25,302.25,302.25,302.25,,,,,,,,,303.59999999999997,304.22,301.87,303.09539999999566,303.52935000000167,3,191.85
2026-02-19T04:58:00-05:00,302.38,302.38,302.38,302.38,,,,,,,,,303.59999999999997,304.22,301.87,303.0731999999956,303.5226500000017,90,175.4
2026-02-19T04:59:00-05:00,302.3,302.35,302.25,302.25,,,,,,,,,303.59999999999997,304.22,301.87,303.0445999999957,303.5156000000017,13,176
2026-02-19T05:00:00-05:00,302.24,302.25,302.16,302.16,,,,,,,,,303.59999999999997,304.22,301.87,303.01399999999563,303.5075000000017,185,185.15
2026-02-19T05:01:00-05:00,302.25,302.25,302.25,302.25,,,,,,,,,303.59999999999997,304.22,301.87,302.98519999999564,303.5005000000017,9,185.55
2026-02-19T05:02:00-05:00,302.25,302.51,302.22,302.51,,,,,,,,,303.59999999999997,304.22,301.87,302.9621999999957,303.4943500000017,25,185.8
2026-02-19T05:03:00-05:00,302.46,302.52,302.13,302.18,,,,,,,,,303.59999999999997,304.22,301.87,302.9333999999957,303.4865000000017,134,189.7
2026-02-19T05:04:00-05:00,302.24,302.24,302.15,302.15,,,,,,,,,303.59999999999997,304.22,301.87,302.9027999999957,303.47880000000174,32,186.1
2026-02-19T05:05:00-05:00,302.23,302.4,302.1,302.4,,,,,,,,,303.59999999999997,304.22,301.87,302.8769999999957,303.4720500000017,13,184.3
2026-02-19T05:07:00-05:00,302.15,302.21,302.07,302.21,,,,,,,,,303.59999999999997,304.22,301.87,302.84719999999567,303.4646000000017,7,181.05
2026-02-19T05:08:00-05:00,302.28,302.38,302.18,302.18,,,,,,,,,303.59999999999997,304.22,301.87,302.8167999999957,303.4565000000017,14,178.4
2026-02-19T05:09:00-05:00,302.37,302.37,302.28,302.28,,,,,,,,,303.59999999999997,304.22,301.87,302.78839999999565,303.4488500000017,26,128.4
2026-02-19T05:10:00-05:00,302.17,302.17,302.03,302.1,,,,,,,,,303.59999999999997,304.22,301.87,302.75759999999565,303.4397500000017,122,113.6
2026-02-19T05:11:00-05:00,302.14,302.14,302.12,302.12,,,,,,,,,303.59999999999997,304.22,301.87,302.7311999999957,303.4322500000017,4,56.05
2026-02-19T05:12:00-05:00,302.08,302.22,302.01,302.05,,,,,,,,,303.59999999999997,304.22,301.87,302.70079999999564,303.4243500000017,21,50.85
2026-02-19T05:13:00-05:00,302,302,301.8,301.8,,,,,,,,,303.59999999999997,304.22,301.8,302.66799999999563,303.4151500000017,88,51.65
2026-02-19T05:14:00-05:00,301.89,301.95,301.89,301.95,,,,,,,,,303.59999999999997,304.22,301.8,302.6397999999956,303.40750000000173,97,55.2
2026-02-19T05:15:00-05:00,301.97,301.99,301.97,301.99,,,,,,,,,303.59999999999997,304.22,301.8,302.61399999999566,303.4006500000017,54,53.45
2026-02-19T05:16:00-05:00,301.99,302.04,301.99,302.04,,,,,,,,,303.59999999999997,304.22,301.8,302.58659999999566,303.3933500000017,11,50.1
2026-02-19T05:17:00-05:00,301.96,301.96,301.96,301.96,,,,,,,,,303.59999999999997,304.22,301.8,302.5551999999957,303.3854000000017,1,47.45
2026-02-19T05:19:00-05:00,302.09,302.09,302.09,302.09,,,,,,,,,303.59999999999997,304.22,301.8,302.52699999999567,303.3790000000017,3,47.45
2026-02-19T05:20:00-05:00,301.99,302,301.86,301.86,,,,,,,,,303.59999999999997,304.22,301.8,302.4931999999956,303.3705500000017,24,44.15
2026-02-19T05:21:00-05:00,301.88,301.88,301.705,301.71,,,,,,,,,303.59999999999997,304.22,301.705,302.45919999999563,303.3609000000017,120,49.5
2026-02-19T05:22:00-05:00,301.7,301.83,301.64,301.7,,,,,,,,,302.3999999999999,304.22,301.64,302.4279999999956,303.35150000000175,54,42.95
2026-02-19T05:23:00-05:00,301.89,301.91,301.82,301.82,,,,,,,,,302.3999999999999,304.22,301.64,302.39779999999564,303.3428000000017,9,42.95
2026-02-19T05:24:00-05:00,301.8,301.8,301.74,301.74,,,,,,,,,302.3999999999999,304.22,301.64,302.36719999999565,303.3337000000017,52,44.3
2026-02-19T05:25:00-05:00,301.74,301.85,301.74,301.85,,,,,,,,,302.3999999999999,304.22,301.64,302.3387999999957,303.32525000000174,33,39.25
2026-02-19T05:26:00-05:00,301.94,301.94,301.84,301.84,,,,,,,,,302.3999999999999,304.22,301.64,302.31359999999563,303.3174500000017,107,43
2026-02-19T05:27:00-05:00,301.85,301.95,301.85,301.9,,,,,,,,,302.3999999999999,304.22,301.64,302.2895999999957,303.30985000000175,19,43.3
2026-02-19T05:28:00-05:00,301.9,301.9,301.8,301.8,,,,,,,,,302.3999999999999,304.22,301.64,302.26099999999565,303.3015500000017,26,44.25
2026-02-19T05:29:00-05:00,301.74,301.78,301.7,301.7,,,,,,,,,302.3999999999999,304.22,301.64,302.2327999999957,303.29280000000176,24,44.75
2026-02-19T05:30:00-05:00,301.8,301.8,301.5,301.5,,,,,,,,,302.3999999999999,304.22,301.5,302.20379999999574,303.28270000000174,130,49.95
2026-02-19T05:31:00-05:00,301.71,301.91,301.71,301.79,,,,,,,,,302.3999999999999,304.22,301.5,302.1791999999957,303.27435000000173,1321,109.9
2026-02-19T05:32:00-05:00,301.72,301.83,301.72,301.83,,,,,,,,,302.3999999999999,304.22,301.5,302.1547999999957,303.2654000000017,58,112.6
2026-02-19T05:33:00-05:00,301.78,301.88,301.78,301.86,,,,,,,,,302.3999999999999,304.22,301.5,302.12999999999573,303.25670000000173,113,117.2
2026-02-19T05:34:00-05:00,301.91,302.01,301.91,302.01,,,,,,,,,302.3999999999999,304.22,301.5,302.1079999999957,303.2486000000017,109,118.25
2026-02-19T05:35:00-05:00,301.93,301.93,301.75,301.75,,,,,,,,,302.3999999999999,304.22,301.5,302.0805999999957,303.2390500000017,109,118.85
